GEO_ID,NAME,S1901_C01_001E,S1901_C02_001E,S1901_C03_001E,S1901_C04_004E,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C04_012E,S1901_C01_013E,S1901_C02_013E
id,Geographic Area Name,Estimate!!Households!!Total,Estimate!!Families!!Total,Estimate!!Married-couple families!!Total,"Estimate!!Nonfamily households!!Total!!$15,000 to $24,999",Estimate!!Households!!Median income (dollars),Margin of Error!!Households MOE!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families MOE!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Estimate!!Families!!Mean income (dollars)
9700000US2700001,"Mountain Iron-Buhl School District, Minnesota",2110,1183,977,22.8,49091,5172,67969,10462,77802,28047,58044,70789
9700000US2700005,"United South Central School District, Minnesota",2445,1639,1270,20.7,52576,2799,65607,5502,73910,30221,63043,73820
9700000US2700006,"Maple River School District, Minnesota",2395,1750,1364,11.9,62217,2425,71628,4050,82000,33750,72572,80917
9700000US2700007,"Kingsland Public School District, Minnesota",2142,1447,1215,22.7,56705,4086,69665,4285,76741,31179,70836,85313
9700000US2700008,"St. Louis County School District, Minnesota",8042,5114,4316,18,54809,1660,67972,2486,74327,31992,66783,80243
9700000US2700013,"Waterville-Elysian-Morristown Public School District, Minnesota",2713,1864,1602,15.7,63040,5863,75381,4361,82500,37991,76495,90006
9700000US2700017,"Chisago Lakes School District, Minnesota",8213,6048,4947,17.1,84455,4059,97151,6040,108520,45667,95269,107543
9700000US2700019,"Minnewaska School District, Minnesota",4279,2741,2315,19.3,58327,3069,75785,4572,82426,32717,74199,91812
9700000US2700021,"Eveleth-Gilbert School District, Minnesota",3843,2354,1753,22.2,56021,3649,68423,4103,81723,33597,65351,79255
9700000US2700022,"Wadena-Deer Creek School District, Minnesota",3289,2104,1480,19.4,45704,3429,52244,5099,63594,26228,58909,66790
9700000US2700023,"Buffalo Lake-Hector-Stewart Public Schools, Minnesota",1688,1094,896,14.8,56983,5599,72917,5197,79524,35795,75857,92079
9700000US2700024,"Warren-Alvarado-Oslo School District, Minnesota",1569,1027,870,14.4,62011,3908,74014,2551,80100,31786,68734,81925
9700000US2700088,"Lakeview School District, Minnesota",1093,768,607,12.3,60331,7153,75208,8738,86319,35428,73976,84862
9700000US2700089,"NRHEG School District, Minnesota",2010,1337,1103,17.5,58902,3424,68917,2803,75547,34904,69486,81106
9700000US2700090,"Murray County Central School District, Minnesota",2121,1326,1129,16.4,55152,3101,74535,3953,83922,34046,68523,84275
9700000US2700091,"M.A.C.C.R.A.Y. School District, Minnesota",1806,1304,1131,19.5,62614,4911,74773,3848,80550,28587,70662,82302
9700000US2700099,"Yellow Medicine East, Minnesota",2800,1863,1437,17.8,56944,5103,70788,3484,81141,29494,70709,83880
9700000US2700100,"Fillmore Central, Minnesota",2053,1414,1198,17.1,58255,3563,73141,3816,79904,29529,71605,85358
9700000US2700101,"Norman County East School District, Minnesota",856,552,460,13.8,57679,3915,69038,5071,74167,30556,64467,76151
9700000US2700102,"Sibley East School District, Minnesota",3034,2057,1677,18.6,61742,2925,72067,5152,81034,31292,71585,82571
9700000US2700103,"Clearbrook-Gonvick School District, Minnesota",1112,684,572,9.1,47566,2314,65000,6200,73333,30789,63310,75502
9700000US2700104,"West Central Area, Minnesota",2181,1515,1256,14.1,57644,2249,66420,2070,72625,32700,72515,81455
9700000US2700105,"Belgrade-Brooten-Elrosa Public School District, Minnesota",1702,1168,985,18.7,54767,3813,67212,3652,72188,32315,73767,88242
9700000US2700106,"A.C.G.C. Public School District, Minnesota",2357,1583,1247,13.8,58309,2850,75439,8218,79391,37347,79258,92342
9700000US2700107,"Greenbush-Middle River School District, Minnesota",1079,733,599,16.2,53447,2665,67153,3448,69491,30556,63890,74996
9700000US2700108,"Pipestone Area School District, Minnesota",3182,1960,1636,24.7,50663,5363,64637,3606,72946,28500,66900,80589
9700000US2700109,"Long Prairie-Grey Eagle School District, Minnesota",3293,2137,1809,23.4,49617,5083,62871,4801,65693,27022,62093,73213
9700000US2700110,"Cedar Mountain School District, Minnesota",948,618,459,22.4,54512,4075,68167,6945,82083,31389,70342,82747
9700000US2700123,"Howard Lake-Waverly-Winsted, Minnesota",3513,2327,1935,17.4,65680,3789,80436,4321,86367,34509,79067,94689
9700000US2700124,"Fairmont Area School District, Minnesota",5494,3193,2447,19.4,50553,6046,69003,9489,86694,31503,68769,87795
9700000US2700125,"Lac Qui Parle Valley School District, Minnesota",2957,1773,1413,16,47912,2130,60469,2190,66913,30323,66094,80832
9700000US2700126,"Ada-Borup Public School District, Minnesota",1063,693,563,15.7,56406,3733,68068,5932,78250,30083,69371,84302
9700000US2700127,"Stephen-Argyle Central Schools, Minnesota",796,553,477,14.8,66774,5648,82902,3144,85417,30903,73947,87899
9700000US2700128,"Glencoe-Silver Lake School District, Minnesota",5051,3559,2824,21,61796,3962,72438,6567,81410,31857,72465,82195
9700000US2700130,"Blue Earth Area Public Schools, Minnesota",3502,2108,1744,19.4,51337,2140,67813,4948,76900,28659,69196,81737
9700000US2700132,"Red Rock Central School District, Minnesota",1377,923,792,18.7,55145,2841,66350,3882,71196,31304,68842,79808
9700000US2700148,"Glenville-Emmons School District, Minnesota",1071,800,669,17.3,54347,2501,59000,7677,65288,36146,86557,95737
9700000US2700150,"Clinton-Graceville-Beardsley, Minnesota",1010,671,558,21.8,53529,4503,73417,4912,78684,25288,69270,84051
9700000US2700162,"Lake Park Audubon School District, Minnesota",2092,1510,1259,16,66680,3021,76447,2986,82852,36296,82543,92400
9700000US2700163,"Renville County West School District, Minnesota",1702,1157,989,13.9,58721,3644,65991,4386,74931,38355,68657,78988
9700000US2700182,"Redwood Area School District, Minnesota",3280,2077,1557,12.7,51385,2624,61977,4761,78348,31840,64596,76647
9700000US2700183,"Westbrook-Walnut Grove Schools, Minnesota",1197,770,657,22.7,54236,4673,67500,3117,72422,28393,65836,80336
9700000US2700231,"Jackson County Central School District, Minnesota",3311,2079,1755,17.1,55702,3991,71875,7812,84866,35221,77269,96585
9700000US2700287,"Plainview-Elgin-Millville, Minnesota",3060,2225,1825,17.4,72169,3217,81729,4100,88479,34308,86698,93331
9700000US2700294,"RTR Public Schools, Minnesota",1445,1019,845,18.8,59226,5818,67804,3030,75529,28611,71247,81386
9700000US2700326,"Tracy Area Public School District, Minnesota",2195,1435,1174,18,55949,3636,70131,3081,73750,30089,68338,80753
9700000US2700328,"Ortonville Public Schools, Minnesota",1582,987,847,22.9,51321,3400,65536,5326,73309,26790,66629,81162
9700000US2700379,"Tri-City United School District, Minnesota",4765,3135,2526,12,66409,3464,84462,4366,93295,41833,75974,89152
9700000US2700382,"Brandon-Evansville Public Schools, Minnesota",1427,1009,885,11.2,63897,6400,76360,3047,79241,31625,74923,86714
9700000US2700383,"Morris Area Public Schools, Minnesota",3022,1693,1501,13.6,57593,5862,83162,8420,88785,31549,77790,102736
9700000US2700385,"Red Lake County Central Public Schools, Minnesota",820,580,490,17.5,57159,5152,71346,9115,82500,31875,73254,83128
9700000US2702640,"Lester Prairie Public School District, Minnesota",1125,803,662,17.4,62591,3664,73839,7626,85714,34444,75955,85877
9700000US2702720,"Southland Public School District, Minnesota",1325,964,845,18.3,67688,4172,81111,3578,85563,27120,79082,93907
9700000US2702730,"Adrian Public School District, Minnesota",892,593,513,32.1,59118,5514,73188,4903,77721,24526,78195,89571
9700000US2702760,"Aitkin Public School District, Minnesota",4615,3034,2492,19.5,46644,2980,56199,2796,63783,25188,58143,67915
9700000US2702910,"Walker-Hackensack-Akeley School District, Minnesota",3430,2214,1724,24.9,49932,2359,61395,3080,71364,27700,67552,78521
9700000US2702930,"Albany Public School District, Minnesota",3484,2501,2147,14,73988,4575,84307,1537,90149,36250,83446,94352
9700000US2702970,"Albert Lea Public School District, Minnesota",9970,6299,4694,17.7,49318,1995,60466,3455,72642,31828,61464,72521
9700000US2703030,"Alden-Conger Public School District, Minnesota",570,412,340,27.8,62353,4101,78214,6793,81786,28333,74744,86173
9700000US2703060,"Alexandria Public School District, Minnesota",13477,8664,7480,22.8,61097,3459,78732,4153,87062,33712,81513,98383
9700000US2703150,"Annandale Public School District, Minnesota",4335,2961,2703,17.2,67378,4472,83053,5663,86336,34593,87516,103989
9700000US2703180,"Anoka-Hennepin Public School District, Minnesota",85759,62939,49907,12.6,82438,1426,94373,1449,104406,48700,97854,109953
9700000US2703300,"Ashby Public School District, Minnesota",601,449,394,12.5,60144,3447,70694,8377,74286,41250,71444,79935
9700000US2703450,"Austin Public School District, Minnesota",11246,7114,5316,28.2,48529,2749,66228,3554,78277,24973,69836,85125
9700000US2703540,"Badger Public School District, Minnesota",482,323,238,10.7,53636,5333,58625,7284,64853,31354,57998,65069
9700000US2703570,"Bagley Public School District, Minnesota",2384,1570,1233,20.6,45381,2654,59313,3476,68209,25900,63253,73562
9700000US2703660,"Barnesville Public School District, Minnesota",1772,1246,1044,14.8,79125,6580,89350,3127,93375,36848,83755,93908
9700000US2703690,"Barnum Public School District, Minnesota",1547,1118,928,20.7,63866,3605,71964,3957,79125,40341,73209,81408
9700000US2703750,"Battle Lake Public School District, Minnesota",1743,1245,1101,16.3,57406,3839,68566,2950,74375,32083,77506,89402
9700000US2703870,"Becker Public School District, Minnesota",4094,3204,2742,12.8,89371,3277,95658,10671,108277,54583,98794,104521
9700000US2704050,"Belle Plaine Public School District, Minnesota",3090,2491,1951,1.8,85096,8389,89707,9762,101078,50438,88739,94833
9700000US2704440,"Bemidji Public School District, Minnesota",15087,9346,6932,17.1,51640,2436,68244,4752,83806,30169,68106,83564
9700000US2704470,"Benson Public School District, Minnesota",2377,1483,1200,29.5,50174,6249,71620,6632,83125,24797,69588,89771
9700000US2705430,"Bertha-Hewitt Public School District, Minnesota",1377,911,752,24.5,44181,4298,57457,4164,60893,22813,57466,68015
9700000US2705460,"Big Lake Public School District, Minnesota",6067,4976,4089,8.3,89782,6782,97888,6276,103715,50938,102840,109061
9700000US2705660,"Bird Island-Olivia-Lake Lillian, Minnesota",2096,1318,1146,20.1,61172,4215,79659,5254,86132,30741,78896,99770
9700000US2705730,"Blackduck Public School District, Minnesota",1513,1089,892,14.6,48125,3487,56758,3976,64224,29091,59127,67882
9700000US2705760,"Blooming Prairie Public School District, Minnesota",1605,1136,903,18.8,64831,5735,75135,3738,82917,37440,77067,87795
9700000US2705790,"Bloomington Public School District, Minnesota",35807,21576,16536,13.2,72127,1670,91561,3764,102281,47564,93313,112441
9700000US2706060,"Braham Public School District, Minnesota",2386,1581,1147,13.3,56893,2959,67173,4234,77411,32679,66614,74636
9700000US2706090,"Brainerd Public School District, Minnesota",17835,11557,9032,21.7,55821,2140,69126,3346,79118,28097,72482,87889
9700000US2706150,"Breckenridge Public School District, Minnesota",2178,1326,1026,17.7,50814,7628,67917,11089,81563,25833,70761,84689
9700000US2706240,"Brooklyn Center School District, Minnesota",3208,1978,1083,15.4,46815,7895,55000,12285,63156,38013,61996,67236
9700000US2706300,"Browerville Public School District, Minnesota",1542,1077,915,19.1,53404,2964,63523,4177,66976,24327,63322,74796
9700000US2707200,"Buffalo-Hanover-Montrose Public Schools, Minnesota",11928,8918,7437,12.4,81657,2897,95353,4411,102764,40897,103428,114146
9700000US2707290,"Burnsville Public School District, Minnesota",26956,17844,13177,11.8,74969,2362,90101,2871,105386,48051,88462,101631
9700000US2707320,"Butterfield Public School District, Minnesota",403,272,246,8.4,53250,8863,66000,8498,70556,39063,69458,80343
9700000US2707350,"Byron Public School District, Minnesota",3104,2460,2037,15.2,88056,5504,101628,7148,112661,42179,107967,119137
9700000US2707380,"Caledonia Public School District, Minnesota",2578,1587,1335,19.4,57775,5850,73388,5253,80298,35893,67657,82724
9700000US2707410,"Cambridge-Isanti Public School District, Minnesota",11074,7733,5927,12.2,73288,2357,82203,3976,93142,40340,84339,96078
9700000US2707450,"Campbell-Tintah Public School District, Minnesota",229,174,136,23.6,60469,6479,68125,19718,76875,34750,77041,83370
9700000US2707470,"Canby Public School District, Minnesota",1433,925,792,15.2,54132,4107,69196,6927,74457,31500,64594,78062
9700000US2707500,"Cannon Falls Public School District, Minnesota",3169,2192,1880,18.9,72946,3328,91278,6536,101852,33546,88687,105740
9700000US2707590,"Carlton Public School District, Minnesota",1773,1172,962,14.3,58935,6153,77348,8266,86983,29728,85522,103245
9700000US2708070,"Cass Lake-Bena Public Schools, Minnesota",1628,1108,549,17.9,40507,2318,43355,2572,68125,19375,53166,60856
9700000US2708100,"Centennial Public School District, Minnesota",11074,8682,7050,10.5,96006,3549,106505,3495,117428,54310,111754,122424
9700000US2708190,"Eastern Carver County Public Schools, Minnesota",21031,15518,13395,11,101661,4556,124284,4193,136728,47252,130891,153782
9700000US2708220,"Chatfield Public Schools, Minnesota",2043,1401,1215,15.7,73407,4288,98819,5645,103434,36250,87448,108336
9700000US2708880,"Franconia Public School District, Minnesota",94,76,60,27.8,94500,21079,101250,29306,116250,-,118845,131518
9700000US2708910,"Chisholm Public School District, Minnesota",2470,1332,1019,23.1,43796,6000,66696,7239,72669,24304,54475,68431
9700000US2708940,"Chokio-Alberta Public School District, Minnesota",466,364,318,12.7,56667,7998,67500,10535,71875,32000,71443,76903
9700000US2709330,"Cleveland Public School District, Minnesota",994,740,636,21.3,80156,3877,89167,9295,101667,37750,100652,111007
9700000US2709360,"Climax-Shelly Public Schools, Minnesota",333,221,182,17,54688,8094,63750,19804,75625,37500,64096,73162
9700000US2709420,"Cloquet Public School District, Minnesota",5551,3691,2591,18.2,54141,4793,64706,5470,80665,31357,66083,76384
9700000US2709440,"ROCORI Public School District, Minnesota",5164,3870,3167,16.9,70772,4309,78678,4005,84615,40697,83019,91475
9700000US2709480,"Greenway Public School District, Minnesota",3556,2472,1913,20.3,52685,4420,62300,4063,72841,33032,64402,72663
9700000US2709510,"Columbia Heights Public School District, Minnesota",10497,5873,3859,18.9,54132,2026,64273,4199,73714,39142,66951,77620
9700000US2709540,"Comfrey Public School District, Minnesota",406,274,229,20.5,58214,9037,72500,12687,72708,27500,71432,84830
9700000US2709690,"Cromwell-Wright Public Schools, Minnesota",809,533,452,5.4,56850,6592,72847,6916,81875,37083,69258,80859
9700000US2709720,"Crookston Public School District, Minnesota",3637,2310,1741,19.5,55460,5051,76636,10739,88750,28993,70772,87610
9700000US2709750,"Crosby-Ironton Public School District, Minnesota",4738,3131,2578,20.6,51298,2876,63350,3333,71754,29775,70382,81133
9700000US2710060,"Dassel-Cokato Public School District, Minnesota",3545,2520,2083,21.1,64265,2286,77946,3232,83906,33520,77276,89531
9700000US2710090,"Dawson-Boyd Public School District, Minnesota",1268,895,759,20.6,53375,3451,69934,7959,79750,25804,68625,81041
9700000US2710140,"Deer River Public School District, Minnesota",2207,1501,1229,21.1,47563,5372,58011,4588,64350,27340,59867,67989
9700000US2710170,"Delano Public School District, Minnesota",4228,3367,2821,13.8,95985,10528,109677,11571,120692,37303,118009,135068
9700000US2710230,"Detroit Lakes Public School District, Minnesota",7316,4665,3695,18.8,59040,3423,74346,4548,85400,30300,74643,91844
9700000US2710260,"Dilworth-Glyndon-Felton, Minnesota",2254,1539,1297,16.2,66000,6438,85245,4936,93472,29099,82739,103037
9700000US2711010,"Dover-Eyota Public School District, Minnesota",1558,1175,989,14.1,78106,4833,88894,5510,96917,39464,93688,107458
9700000US2711040,"Duluth Public School District, Minnesota",38914,20644,15483,18.3,51913,1515,74279,2338,85849,31499,71561,95112
9700000US2711085,"East Central School District, Minnesota",2126,1321,997,18.9,42910,2591,54063,4961,62321,26550,56021,65796
9700000US2711130,"East Grand Forks Public School District, Minnesota",4056,2412,1946,18.5,63804,7049,86808,4417,91897,23397,72410,93855
9700000US2711190,"Eden Valley-Watkins School District, Minnesota",1912,1258,1042,19.4,61319,4543,76453,3483,83190,32500,69421,83236
9700000US2711220,"Edgerton Public School District, Minnesota",945,656,588,17.3,57386,6312,70833,5827,72619,27070,75207,89541
9700000US2711250,"Edina Public School District, Minnesota",16552,11607,10097,14.7,119294,6628,156464,7562,173895,49081,191355,236875
9700000US2711370,"Elk River Public School District, Minnesota",24762,19598,16119,7.4,97326,4921,106166,3711,114408,54753,108686,116254
9700000US2711460,"Ellsworth Public School District, Minnesota",398,262,222,16.9,52500,7793,62917,9737,68750,28333,69402,86879
9700000US2711520,"Ely Public School District, Minnesota",2449,1347,1179,17.7,48045,4617,67974,5586,73487,32326,63471,84903
9700000US2711670,"Minnetonka Public School District, Minnesota",15651,11822,10454,10.7,117906,2597,140536,4929,153323,54563,166818,191644
9700000US2711760,"Faribault Public School District, Minnesota",11447,7559,5777,14.2,60652,2570,73578,3745,82694,31687,72608,86906
9700000US2711820,"Farmington Public School District, Minnesota",12172,9071,7599,7.5,93611,3226,105564,6624,119099,54641,106894,119086
9700000US2711880,"Fergus Falls Public School District, Minnesota",8431,5175,4348,23.1,54284,5512,75139,6556,83190,27184,69396,89122
9700000US2711910,"Fertile-Beltrami School District, Minnesota",1213,799,683,17.6,60863,3774,74653,5322,79779,31875,71836,85022
9700000US2712180,"Fisher Public School District, Minnesota",327,220,184,12.1,68750,6514,91250,17923,97143,41563,84140,98497
9700000US2712210,"Floodwood Public School District, Minnesota",672,393,319,17.6,43333,2784,54531,8702,63917,29135,54286,65563
9700000US2712240,"Foley Public School District, Minnesota",3397,2576,2135,17.7,71617,3141,78990,3240,83679,35625,80550,87886
9700000US2712270,"Forest Lake Public School District, Minnesota",17786,13566,10904,16.1,85410,3039,98570,3462,109348,42701,99147,111439
9700000US2712300,"Fosston Public School District, Minnesota",1602,964,790,23.4,48917,3960,67895,6694,76250,22635,61160,78919
9700000US2712360,"Frazee-Vergas Public School District, Minnesota",2451,1764,1495,15,60299,2699,69559,3883,73826,33177,68136,77283
9700000US2712420,"Fridley Public School District, Minnesota",6070,3844,2687,14.6,58097,4585,70085,5919,82679,41696,72043,81621
9700000US2712480,"Fulda Public School District, Minnesota",1031,669,566,18,60048,7702,78750,5211,81768,31023,71635,88248
9700000US2712580,"G.F.W. Schools, Minnesota",2449,1597,1346,18.4,56806,2802,68860,3248,76087,33971,73123,84793
9700000US2712900,"Goodhue Public School District, Minnesota",1159,879,749,23.2,78472,6418,89531,3528,93092,35357,93134,105885
9700000US2713020,"Goodridge Public School District, Minnesota",346,229,189,17.1,57500,10043,71875,7507,77292,37266,73593,87367
9700000US2713040,"Granada-Huntley-East Chain, Minnesota",710,519,476,15.2,68214,4530,80268,4806,82500,41688,85906,97918
9700000US2713110,"Cook County Public Schools, Minnesota",2699,1717,1425,12.5,52271,3328,64658,3224,72118,32339,67969,80671
9700000US2713140,"Grand Meadow Public School District, Minnesota",716,498,398,22,70357,9550,79861,6240,91167,28750,79777,94166
9700000US2713170,"Grand Rapids Public School District, Minnesota",11949,7581,6437,22.6,53716,2193,68793,3230,74642,25494,68352,82577
9700000US2713380,"Hancock Public School District, Minnesota",469,334,299,17,60865,6104,71071,17420,80781,53092,115057,136027
9700000US2713530,"Hastings Public School District, Minnesota",12512,8599,7046,17.1,76385,2845,92884,4059,103864,44379,91714,107376
9700000US2713560,"Hawley Public School District, Minnesota",1668,1210,1029,16.4,77865,5004,97222,15451,108023,36023,90340,105403
9700000US2713590,"Hayfield Public School District, Minnesota",1903,1311,1061,15.7,64840,4071,77393,3961,87083,36833,76273,87469
9700000US2713680,"Hendricks Public School District, Minnesota",490,282,225,21.2,48833,5084,58125,6858,61696,25000,55153,68047
9700000US2713860,"Henning Public School District, Minnesota",1275,865,770,18.8,52578,3279,63047,4682,67400,31346,64164,76210
9700000US2713890,"Herman-Norcross School District, Minnesota",422,295,251,8.7,48643,2306,63583,12279,70893,28229,80997,103087
9700000US2713920,"Hermantown Public School District, Minnesota",4582,3009,2647,22.5,70758,4271,94656,8216,102129,31418,94268,120234
9700000US2713930,"Heron Lake-Okabena School District, Minnesota",686,453,363,29.2,60000,8533,74044,4319,79438,35313,72120,85762
9700000US2713980,"Hibbing Public School District, Minnesota",7333,4570,3294,28.2,47213,3443,63457,5613,75556,25414,60790,74548
9700000US2714010,"Hill City Public School District, Minnesota",742,459,358,24.4,41912,5163,60625,7953,68750,25096,52752,66157
9700000US2714040,"Hills-Beaver Creek School District, Minnesota",886,643,577,22.6,64896,5176,71719,8894,76827,30625,79164,89701
